,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
795902,10519474,HZ261397,05/12/2016 10:20:00 AM,040XX W DIVISION ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1111,11.0,27.0,23.0,18,1149417.0,1907705.0,2016,05/19/2016 03:50:56 PM,41.902664731,-87.726608375,"(41.902664731, -87.726608375)"
795903,10519483,HZ261383,05/12/2016 11:00:00 AM,076XX S ESSEX AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER,False,False,421,4.0,7.0,43.0,11,1194187.0,1854883.0,2016,05/19/2016 03:50:56 PM,41.756732338,-87.563900695,"(41.756732338, -87.563900695)"
795904,10519487,HZ261420,05/12/2016 09:15:00 AM,027XX W 37TH PL,031A,ROBBERY,ARMED: HANDGUN,ALLEY,False,False,911,9.0,12.0,58.0,03,1158707.0,1879672.0,2016,05/19/2016 03:50:56 PM,41.825553959,-87.69325219,"(41.825553959, -87.69325219)"
795905,10519488,HZ261437,05/12/2016 11:45:00 AM,028XX W 63RD ST,0820,THEFT,$500 AND UNDER,GAS STATION,False,False,823,8.0,15.0,66.0,06,1158712.0,1862748.0,2016,05/19/2016 03:50:56 PM,41.779112173,-87.693695901,"(41.779112173, -87.693695901)"
795906,10519494,HZ261439,05/12/2016 08:00:00 AM,028XX S CALIFORNIA AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,1034,10.0,12.0,30.0,06,1158158.0,1885141.0,2016,05/19/2016 03:50:56 PM,41.840572746,-87.695117274,"(41.840572746, -87.695117274)"
795907,10519498,HZ261390,05/12/2016 11:15:00 AM,047XX N ST LOUIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,False,1723,17.0,33.0,14.0,08B,1152197.0,1931235.0,2016,05/19/2016 03:50:56 PM,41.967178526,-87.715774293,"(41.967178526, -87.715774293)"
795908,10519499,HZ261462,05/12/2016 12:15:00 PM,057XX W MADISON ST,1536,PUBLIC INDECENCY,LICENSED PREMISE,POLICE FACILITY/VEH PARKING LOT,True,False,1513,15.0,29.0,25.0,17,1138058.0,1899436.0,2016,05/19/2016 03:50:56 PM,41.880186421,-87.768532463,"(41.880186421, -87.768532463)"
795909,10519501,HZ261457,05/12/2016 11:55:00 AM,007XX N ST LOUIS AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,True,False,1121,11.0,27.0,23.0,18,1152915.0,1904694.0,2016,05/19/2016 03:50:56 PM,41.89433365,-87.713839391,"(41.89433365, -87.713839391)"
795910,10519506,HZ261447,05/12/2016 11:20:00 AM,012XX E 79TH ST,1330,CRIMINAL TRESPASS,TO LAND,APARTMENT,True,False,411,4.0,8.0,45.0,26,1186044.0,1852871.0,2016,05/19/2016 03:50:56 PM,41.751407191,-87.593806252,"(41.751407191, -87.593806252)"
795911,10519509,HZ261433,05/12/2016 11:39:00 AM,060XX S WESTERN AVE,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),False,False,825,8.0,16.0,66.0,08B,1161408.0,1864461.0,2016,05/19/2016 03:50:56 PM,41.783757424,-87.683764609,"(41.783757424, -87.683764609)"
795912,10519538,HZ261401,05/12/2016 11:23:00 AM,044XX N CLIFTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1913,19.0,46.0,3.0,18,1167843.0,1929640.0,2016,05/19/2016 03:50:56 PM,41.962477919,-87.658292179,"(41.962477919, -87.658292179)"
795913,10519545,HZ261459,05/12/2016 09:00:00 AM,021XX N CENTRAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,2515,25.0,29.0,19.0,14,1138713.0,1913445.0,2016,05/19/2016 03:50:56 PM,41.918616969,-87.765787043,"(41.918616969, -87.765787043)"
795914,10519546,HZ261461,05/12/2016 11:20:00 AM,007XX W 118TH ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,RESIDENCE PORCH/HALLWAY,True,False,524,5.0,34.0,53.0,24,1173344.0,1826626.0,2016,05/19/2016 03:50:56 PM,41.679677264,-87.641118575,"(41.679677264, -87.641118575)"
795915,10519547,HZ261427,05/12/2016 07:55:00 AM,007XX E 133RD PL,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,533,5.0,9.0,54.0,06,1183717.0,1816924.0,2016,05/19/2016 03:50:56 PM,41.652818604,-87.603449881,"(41.652818604, -87.603449881)"
795916,10519548,HZ261411,05/12/2016 10:50:00 AM,009XX N MONTICELLO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,True,False,1112,11.0,27.0,23.0,18,1151875.0,1906073.0,2016,05/19/2016 03:50:56 PM,41.898138305,-87.717622673,"(41.898138305, -87.717622673)"
795917,10519581,HZ261464,05/12/2016 03:00:00 AM,048XX W PALMER ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,2522,25.0,31.0,19.0,05,1143618.0,1914188.0,2016,05/19/2016 03:50:56 PM,41.920565348,-87.747746764,"(41.920565348, -87.747746764)"
795918,10519601,HZ261503,05/12/2016 12:00:00 PM,031XX N BROADWAY,0870,THEFT,POCKET-PICKING,OTHER,False,False,1934,19.0,44.0,6.0,06,1171702.0,1921043.0,2016,05/19/2016 03:50:56 PM,41.938803166,-87.644358344,"(41.938803166, -87.644358344)"
795919,10519610,HZ261522,05/12/2016 12:16:00 PM,044XX N BROADWAY,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,False,False,1913,19.0,46.0,3.0,11,1168469.0,1929861.0,2016,05/19/2016 03:50:56 PM,41.963070794,-87.655984213,"(41.963070794, -87.655984213)"
795920,10266624,HY431635,09/20/2015 10:46:00 PM,053XX S WINCHESTER AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,True,False,932,9.0,16.0,61.0,18,,,2015,05/28/2016 03:49:27 PM,,,
795921,10519611,HZ261511,05/12/2016 10:57:00 AM,0000X S HALSTED ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,1232,12.0,27.0,28.0,06,1171058.0,1900047.0,2016,05/19/2016 03:50:56 PM,41.881203182,-87.647342333,"(41.881203182, -87.647342333)"
795922,10519613,HZ261506,05/12/2016 01:00:00 PM,066XX S PEORIA ST,0820,THEFT,$500 AND UNDER,STREET,False,False,723,7.0,16.0,68.0,06,1171449.0,1860850.0,2016,05/19/2016 03:50:56 PM,41.773634364,-87.647056346,"(41.773634364, -87.647056346)"
795923,10519619,HZ261528,05/12/2016 01:00:00 PM,049XX S ARCHER AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,HOTEL/MOTEL,True,False,821,8.0,14.0,57.0,18,1151005.0,1871530.0,2016,05/19/2016 03:50:56 PM,41.803365154,-87.721721771,"(41.803365154, -87.721721771)"
795924,10519620,HZ261507,05/12/2016 12:40:00 PM,014XX E 53RD ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,234,2.0,4.0,41.0,06,1186954.0,1870417.0,2016,05/19/2016 03:50:56 PM,41.799533389,-87.589915765,"(41.799533389, -87.589915765)"
795925,10519625,HZ261549,05/12/2016 10:00:00 AM,104XX S HOXIE AVE,0890,THEFT,FROM BUILDING,FIRE STATION,False,False,434,4.0,10.0,51.0,06,1195188.0,1836190.0,2016,05/19/2016 03:50:56 PM,41.705412491,-87.560847114,"(41.705412491, -87.560847114)"
795926,10519626,HZ261514,05/12/2016 12:45:00 PM,003XX E 103RD ST,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,SIDEWALK,True,False,511,5.0,9.0,49.0,08A,1180149.0,1836741.0,2016,05/19/2016 03:50:56 PM,41.70728151,-87.615901033,"(41.70728151, -87.615901033)"
795927,10519627,HZ261566,05/12/2016 01:25:00 PM,025XX S FRANCISCO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1033,10.0,12.0,30.0,14,1157428.0,1887187.0,2016,05/19/2016 03:50:56 PM,41.846202058,-87.69774054,"(41.846202058, -87.69774054)"
795928,10519634,HZ261546,05/12/2016 12:55:00 PM,035XX E 114TH ST,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"SCHOOL, PUBLIC, BUILDING",False,False,433,4.0,10.0,52.0,24,1201660.0,1829983.0,2016,05/19/2016 03:50:56 PM,41.688218178,-87.537357913,"(41.688218178, -87.537357913)"
795929,10519636,HZ261548,05/12/2016 12:53:00 PM,012XX E 78TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,411,4.0,8.0,45.0,18,1185660.0,1853526.0,2016,05/19/2016 03:50:56 PM,41.753213625,-87.595192816,"(41.753213625, -87.595192816)"
795930,10519646,HZ261567,05/12/2016 01:40:00 PM,041XX W 21ST PL,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,1012,10.0,24.0,29.0,08A,1149052.0,1889434.0,2016,05/19/2016 03:50:56 PM,41.852534107,-87.728422105,"(41.852534107, -87.728422105)"
795931,10519655,HZ261443,05/12/2016 11:55:00 AM,065XX S COTTAGE GROVE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,321,3.0,20.0,42.0,08B,1182684.0,1861915.0,2016,05/19/2016 03:50:56 PM,41.776303423,-87.605838593,"(41.776303423, -87.605838593)"
795932,10519657,HZ261561,05/12/2016 01:41:00 PM,010XX N RIDGEWAY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,1112,11.0,27.0,23.0,08B,1151194.0,1906596.0,2016,05/19/2016 03:50:56 PM,41.899586853,-87.720110215,"(41.899586853, -87.720110215)"
795933,10519695,HZ261498,05/12/2016 11:45:00 AM,015XX N GREENVIEW AVE,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",False,False,1433,14.0,32.0,24.0,15,1166112.0,1910203.0,2016,05/19/2016 03:50:56 PM,41.909179024,-87.665213285,"(41.909179024, -87.665213285)"
795934,10519704,HZ261475,05/12/2016 11:30:00 AM,009XX N HOMAN AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",True,False,1121,11.0,27.0,23.0,08B,1153538.0,1906042.0,2016,05/19/2016 03:50:56 PM,41.898020326,-87.711515407,"(41.898020326, -87.711515407)"
795935,10519712,HZ261564,05/12/2016 01:39:00 PM,060XX S FRANCISCO AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,823,8.0,15.0,66.0,06,1158084.0,1864368.0,2016,05/19/2016 03:50:56 PM,41.783570481,-87.695954204,"(41.783570481, -87.695954204)"
795936,10519717,HZ261539,05/12/2016 01:23:00 PM,056XX W DIVISION ST,031A,ROBBERY,ARMED: HANDGUN,ALLEY,False,False,2531,25.0,29.0,25.0,03,1138636.0,1907438.0,2016,05/19/2016 03:50:56 PM,41.902134459,-87.766215878,"(41.902134459, -87.766215878)"
795937,10519726,HZ261617,05/12/2016 02:20:00 PM,050XX W MONROE ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,STREET,True,False,1533,15.0,28.0,25.0,18,1142591.0,1899187.0,2016,05/19/2016 03:50:56 PM,41.879420067,-87.751893769,"(41.879420067, -87.751893769)"
795938,10519736,HZ261623,05/12/2016 01:31:00 PM,002XX E PERSHING RD,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",True,False,212,2.0,3.0,35.0,08B,1178744.0,1879190.0,2016,05/19/2016 03:50:56 PM,41.823798151,-87.619756522,"(41.823798151, -87.619756522)"
795939,10519739,HZ261553,05/12/2016 01:35:00 PM,050XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,223,2.0,3.0,38.0,08B,1179755.0,1871527.0,2016,05/19/2016 03:50:56 PM,41.802747146,-87.616282132,"(41.802747146, -87.616282132)"
795940,10519740,HZ261632,05/12/2016 05:30:00 AM,024XX N MAPLEWOOD AVE,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),False,False,1431,14.0,1.0,22.0,06,1158962.0,1916002.0,2016,05/19/2016 03:50:56 PM,41.92524174,-87.691319676,"(41.92524174, -87.691319676)"
795941,10519745,HZ261523,05/12/2016 11:30:00 AM,023XX E 73RD ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,334,3.0,7.0,43.0,06,1193272.0,1857017.0,2016,05/19/2016 03:50:56 PM,41.762610607,-87.567184287,"(41.762610607, -87.567184287)"
795942,10519749,HZ261650,05/12/2016 12:51:00 PM,001XX E RANDOLPH ST,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,COMMERCIAL / BUSINESS OFFICE,False,False,114,1.0,42.0,32.0,17,1177619.0,1901296.0,2016,05/19/2016 03:50:56 PM,41.884484068,-87.623213022,"(41.884484068, -87.623213022)"
795943,10519750,HZ261629,05/12/2016 08:00:00 AM,110XX S WENTWORTH AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,GROCERY FOOD STORE,True,False,513,5.0,34.0,49.0,24,1176911.0,1831518.0,2016,05/19/2016 03:50:56 PM,41.693022265,-87.627915204,"(41.693022265, -87.627915204)"
795944,10519753,HZ261485,05/12/2016 12:30:00 PM,075XX S COLES AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,421,4.0,7.0,43.0,08B,1195754.0,1855853.0,2016,05/19/2016 03:50:56 PM,41.759355486,-87.55812601,"(41.759355486, -87.55812601)"
795945,10519762,HZ261609,05/12/2016 02:20:00 PM,043XX S WALLACE ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,False,False,925,9.0,11.0,61.0,04A,1172910.0,1876312.0,2016,05/19/2016 03:50:56 PM,41.816031617,-87.641244333,"(41.816031617, -87.641244333)"
795946,10519767,HZ261681,05/12/2016 02:30:00 AM,070XX S CALIFORNIA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,831,8.0,18.0,66.0,14,1158923.0,1857848.0,2016,05/19/2016 03:50:56 PM,41.76566155,-87.693056087,"(41.76566155, -87.693056087)"
795947,10519773,HZ261693,05/12/2016 03:30:00 PM,015XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1424,14.0,1.0,24.0,06,1163031.0,1910397.0,2016,05/19/2016 03:50:56 PM,41.90977667,-87.676526004,"(41.90977667, -87.676526004)"
795948,10519774,HZ261594,05/12/2016 01:53:00 PM,084XX S EXCHANGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,423,4.0,10.0,46.0,08B,1197281.0,1849663.0,2016,05/19/2016 03:50:56 PM,41.742331781,-87.552735548,"(41.742331781, -87.552735548)"
795949,10519778,HZ261643,05/12/2016 02:13:00 PM,046XX N MALDEN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1913,19.0,46.0,3.0,18,1166686.0,1930918.0,2016,05/19/2016 03:50:56 PM,41.966009731,-87.662509208,"(41.966009731, -87.662509208)"
795950,10519781,HZ261614,05/12/2016 02:15:00 PM,040XX W HIRSCH ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,True,False,2534,25.0,37.0,23.0,18,1149087.0,1909013.0,2016,05/19/2016 03:50:56 PM,41.906260413,-87.727786617,"(41.906260413, -87.727786617)"
795951,10519782,HZ261639,05/12/2016 02:35:00 PM,047XX W SUPERIOR ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1111,11.0,28.0,25.0,08B,1144515.0,1904540.0,2016,05/19/2016 03:50:56 PM,41.894073343,-87.744694231,"(41.894073343, -87.744694231)"
795952,10519786,HZ261692,05/12/2016 02:00:00 PM,014XX N LEAVITT ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1424,14.0,32.0,24.0,06,1161466.0,1909853.0,2016,05/19/2016 03:50:56 PM,41.908316635,-87.682290324,"(41.908316635, -87.682290324)"
795953,10519795,HZ261705,05/12/2016 03:39:00 PM,080XX S VINCENNES AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,621,6.0,21.0,44.0,08B,1174863.0,1851716.0,2016,05/19/2016 03:50:56 PM,41.748494145,-87.634813302,"(41.748494145, -87.634813302)"
795954,10519798,HZ261669,05/12/2016 10:15:00 AM,007XX E 111TH ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,GOVERNMENT BUILDING/PROPERTY,False,False,531,5.0,9.0,50.0,26,1183356.0,1831503.0,2016,05/19/2016 03:50:56 PM,41.692833841,-87.60431945,"(41.692833841, -87.60431945)"
795955,10519801,HZ261738,05/12/2016 03:45:00 PM,057XX S MAY ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,712,7.0,16.0,68.0,18,1169631.0,1866764.0,2016,05/19/2016 03:50:56 PM,41.789902703,-87.653549343,"(41.789902703, -87.653549343)"
795956,10519803,HZ261676,05/12/2016 12:52:00 PM,037XX W 85TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,834,8.0,18.0,70.0,11,1153058.0,1847955.0,2016,05/19/2016 03:50:56 PM,41.7386313,-87.714814145,"(41.7386313, -87.714814145)"
795957,10519809,HZ261727,05/12/2016 03:40:00 PM,041XX S CAMPBELL AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,921,9.0,12.0,58.0,08A,1160380.0,1877113.0,2016,05/19/2016 03:50:56 PM,41.818497392,-87.687184946,"(41.818497392, -87.687184946)"
795958,10519810,HZ261721,05/12/2016 03:26:00 PM,015XX E 67TH PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE PORCH/HALLWAY,True,False,332,3.0,5.0,43.0,18,1187608.0,1860538.0,2016,05/19/2016 03:50:56 PM,41.772409096,-87.587831537,"(41.772409096, -87.587831537)"
795959,10519811,HZ261621,05/12/2016 07:40:00 AM,066XX S KEELER AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,833,8.0,13.0,65.0,05,1149513.0,1860321.0,2016,05/19/2016 03:50:56 PM,41.77263491,-87.727483401,"(41.77263491, -87.727483401)"
795960,10519812,HZ261726,05/12/2016 03:30:00 PM,020XX W JARVIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,2424,24.0,49.0,1.0,14,1161162.0,1948779.0,2016,05/19/2016 03:50:56 PM,42.015137831,-87.682320658,"(42.015137831, -87.682320658)"
795961,10519818,HZ261729,05/12/2016 02:30:00 PM,008XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1213,12.0,1.0,24.0,06,1165579.0,1905584.0,2016,05/19/2016 03:50:56 PM,41.896515545,-87.667303018,"(41.896515545, -87.667303018)"
795962,10519824,HZ261597,05/12/2016 01:55:00 PM,017XX N RIDGEWAY AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),True,False,2535,25.0,26.0,23.0,06,1151114.0,1911174.0,2016,05/19/2016 03:50:56 PM,41.912150894,-87.720283884,"(41.912150894, -87.720283884)"
795963,10520031,HZ261987,05/12/2016 06:15:00 PM,011XX W 63RD ST,0460,BATTERY,SIMPLE,CTA BUS,False,False,712,7.0,16.0,68.0,08B,1169581.0,1863016.0,2016,05/19/2016 03:50:56 PM,41.779618833,-87.653841284,"(41.779618833, -87.653841284)"
795964,10519827,HZ261686,05/12/2016 03:00:00 PM,065XX W DIVERSEY AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,2512,25.0,36.0,19.0,06,1132377.0,1917897.0,2016,05/19/2016 03:50:56 PM,41.930946496,-87.788962647,"(41.930946496, -87.788962647)"
795965,10519829,HZ261722,05/12/2016 03:37:00 PM,022XX W DEVON AVE,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,True,False,2412,24.0,50.0,2.0,06,1160266.0,1942454.0,2016,05/19/2016 03:50:56 PM,41.997800496,-87.685793648,"(41.997800496, -87.685793648)"
795966,10519830,HZ261680,05/12/2016 03:20:00 PM,063XX S MARSHFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,725,7.0,15.0,67.0,08B,1166410.0,1862761.0,2016,05/19/2016 03:50:56 PM,41.778987251,-87.665473836,"(41.778987251, -87.665473836)"
795967,10519835,HZ261774,05/12/2016 04:30:00 PM,006XX N SAWYER AVE,0820,THEFT,$500 AND UNDER,ALLEY,False,False,1121,11.0,27.0,23.0,06,1154593.0,1904123.0,2016,05/19/2016 03:50:56 PM,41.89273336,-87.707691867,"(41.89273336, -87.707691867)"
795968,10519836,HZ261790,05/12/2016 06:30:00 AM,001XX N STATE ST,0890,THEFT,FROM BUILDING,OTHER,False,False,111,1.0,42.0,32.0,06,1176336.0,1901423.0,2016,05/19/2016 03:50:56 PM,41.8848616,-87.627920479,"(41.8848616, -87.627920479)"
795969,10519839,HZ261799,05/12/2016 12:01:00 AM,017XX E 85TH ST,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,False,412,4.0,8.0,45.0,05,1189350.0,1848965.0,2016,05/19/2016 03:50:56 PM,41.740610146,-87.581816554,"(41.740610146, -87.581816554)"
795970,10519842,HZ261723,05/12/2016 03:00:00 PM,093XX S LONGWOOD DR,0810,THEFT,OVER $500,STREET,False,False,2221,22.0,19.0,72.0,06,1165811.0,1842868.0,2016,05/19/2016 03:50:56 PM,41.724410781,-87.668233594,"(41.724410781, -87.668233594)"
795971,10519844,HZ261753,05/12/2016 12:30:00 PM,010XX W 31ST PL,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,False,913,9.0,11.0,60.0,06,1169821.0,1883949.0,2016,05/19/2016 03:50:56 PM,41.837056,-87.652353332,"(41.837056, -87.652353332)"
795972,10519852,HZ261744,05/12/2016 11:00:00 AM,022XX S KEDZIE AVE,0890,THEFT,FROM BUILDING,GAS STATION,False,False,1024,10.0,24.0,30.0,06,1155371.0,1889034.0,2016,05/19/2016 03:50:56 PM,41.851311967,-87.705240064,"(41.851311967, -87.705240064)"
795973,10519856,HZ261763,05/12/2016 03:37:00 PM,107XX S EDBROOKE AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,ABANDONED BUILDING,True,False,513,5.0,9.0,49.0,26,1179147.0,1833764.0,2016,05/19/2016 03:50:56 PM,41.699135063,-87.619660681,"(41.699135063, -87.619660681)"
795974,10519858,HZ261677,05/12/2016 03:15:00 PM,015XX W 77TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,612,6.0,17.0,71.0,08B,1167270.0,1853664.0,2016,05/19/2016 03:50:56 PM,41.754005513,-87.662581071,"(41.754005513, -87.662581071)"
795975,10519860,HZ261788,05/12/2016 03:55:00 PM,026XX W 71ST ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,True,False,831,8.0,18.0,66.0,24,1160185.0,1857475.0,2016,05/19/2016 03:50:56 PM,41.764612111,-87.688440661,"(41.764612111, -87.688440661)"
795976,10519861,HZ261797,05/12/2016 04:25:00 PM,026XX W HIRSCH ST,1330,CRIMINAL TRESPASS,TO LAND,CHA PARKING LOT/GROUNDS,False,False,1423,14.0,26.0,24.0,26,1158400.0,1909207.0,2016,05/19/2016 03:50:56 PM,41.906607263,-87.693570984,"(41.906607263, -87.693570984)"
795977,10519868,HZ261780,05/12/2016 04:00:00 PM,106XX S CHAMPLAIN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,512,5.0,9.0,50.0,08B,1182490.0,1834563.0,2016,05/19/2016 03:50:56 PM,41.701250956,-87.607395583,"(41.701250956, -87.607395583)"
795978,10519869,HZ261630,05/12/2016 02:40:00 PM,117XX S PRINCETON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,False,522,5.0,34.0,53.0,14,1176388.0,1827181.0,2016,05/19/2016 03:50:56 PM,41.681132619,-87.629959648,"(41.681132619, -87.629959648)"
795979,10519873,HZ261662,05/12/2016 12:30:00 PM,052XX S SAWYER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL, PUBLIC, BUILDING",True,False,822,8.0,14.0,63.0,18,1155602.0,1869634.0,2016,05/19/2016 03:50:56 PM,41.798071266,-87.704913039,"(41.798071266, -87.704913039)"
795980,10519875,HZ261752,05/12/2016 03:55:00 PM,049XX S KNOX AVE,0460,BATTERY,SIMPLE,RESIDENCE,True,False,815,8.0,23.0,56.0,08B,1146191.0,1871534.0,2016,05/19/2016 03:50:56 PM,41.803468775,-87.739377171,"(41.803468775, -87.739377171)"
795981,10519881,HZ261684,05/12/2016 03:09:00 PM,075XX S STONY ISLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,411,4.0,5.0,43.0,06,1188123.0,1855151.0,2016,05/19/2016 03:50:56 PM,41.757614433,-87.586115266,"(41.757614433, -87.586115266)"
795982,10519884,HZ261750,05/12/2016 03:20:00 PM,021XX E 87TH ST,0460,BATTERY,SIMPLE,SIDEWALK,True,False,412,4.0,8.0,45.0,08B,1191768.0,1847705.0,2016,05/19/2016 03:50:56 PM,41.737094305,-87.572998178,"(41.737094305, -87.572998178)"
795983,10519885,HZ261730,05/12/2016 04:10:00 PM,044XX N BROADWAY,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1913,19.0,46.0,3.0,06,1168469.0,1929861.0,2016,05/19/2016 03:50:56 PM,41.963070794,-87.655984213,"(41.963070794, -87.655984213)"
795984,10519889,HZ261794,05/12/2016 04:20:00 PM,027XX N MAJOR AVE,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,False,False,2514,25.0,30.0,19.0,08A,1137912.0,1917556.0,2016,05/19/2016 03:50:56 PM,41.929912518,-87.768630565,"(41.929912518, -87.768630565)"
795985,10519890,HZ261765,05/12/2016 04:00:00 PM,063XX W BLOOMINGDALE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,2513,25.0,29.0,25.0,08A,1133774.0,1911293.0,2016,05/19/2016 03:50:56 PM,41.912799877,-87.783984329,"(41.912799877, -87.783984329)"
795986,10519893,HZ261856,05/12/2016 04:58:00 PM,004XX S CICERO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1131,11.0,24.0,25.0,18,1144465.0,1897493.0,2016,05/19/2016 03:50:56 PM,41.874736479,-87.745055287,"(41.874736479, -87.745055287)"
795987,10519895,HZ261875,05/12/2016 05:25:00 PM,085XX S HOLLAND RD,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,622,6.0,21.0,44.0,06,1175673.0,1848563.0,2016,05/19/2016 03:50:56 PM,41.739823836,-87.631939365,"(41.739823836, -87.631939365)"
795988,10519896,HZ261859,05/12/2016 05:10:00 PM,051XX W FLETCHER ST,0560,ASSAULT,SIMPLE,STREET,False,False,2521,25.0,30.0,19.0,08A,1141596.0,1920458.0,2016,05/19/2016 03:50:56 PM,41.937808517,-87.75502071,"(41.937808517, -87.75502071)"
